motion_id,mean_intra_caption_sim,num_captions
001430,0.5213809013366699,3
009930,0.521651029586792,3
012295,0.5217043161392212,3
M002054,0.5218468904495239,3
M004260,0.5219446420669556,3
010505,0.52202969789505,3
M008757,0.522101104259491,3
004260,0.5221074223518372,3
M004486,0.5221405029296875,3
003376,0.5223168134689331,3
M008003,0.522622287273407,3
013277,0.5226323008537292,3
M004854,0.5226429104804993,3
008980,0.5227881073951721,3
M012384,0.5228260159492493,3
012384,0.5228260159492493,3
007612,0.5228341221809387,3
M013229,0.5228394865989685,3
008757,0.5228402614593506,3
M007704,0.5228750109672546,3
007704,0.5228750109672546,3
002202,0.5228838324546814,3
008331,0.5229191184043884,3
M008331,0.5229191184043884,3
003910,0.5230183005332947,3
M011974,0.5230322480201721,3
M011991,0.523076057434082,3
M012244,0.5230910181999207,3
M010480,0.5232051014900208,3
010480,0.5232051014900208,3
M004655,0.523215115070343,3
005682,0.5233070850372314,3
001133,0.5233837962150574,3
M000993,0.5234799981117249,3
M003386,0.5235043168067932,3
M005270,0.523560106754303,3
M012286,0.5236618518829346,3
012286,0.5236618518829346,3
012983,0.5237405896186829,3
009063,0.5237537026405334,3
M013462,0.5238093733787537,3
M002316,0.5238099694252014,3
012574,0.5240259766578674,3
M014559,0.5241081118583679,3
014559,0.5241081118583679,3
M008650,0.5242447257041931,3
010743,0.5242686867713928,3
004854,0.5243702530860901,3
M001133,0.5244086384773254,3
002927,0.5244927406311035,3
M002927,0.5244927406311035,3
M012295,0.5245192646980286,3
013372,0.5246131420135498,3
M003131,0.5246270298957825,3
002462,0.5246374607086182,3
010307,0.5247664451599121,3
013587,0.5248596668243408,3
M013133,0.5248680114746094,3
003386,0.5249562859535217,3
013462,0.5249700546264648,3
M006974,0.5249996185302734,3
M002272,0.5250005722045898,3
009674,0.5250521302223206,3
003218,0.5251135230064392,3
000784,0.5251460671424866,3
M000784,0.5251461267471313,3
002316,0.5251531004905701,3
001756,0.5254456400871277,3
M004148,0.5255096554756165,3
000993,0.5255231261253357,3
M008137,0.5255464315414429,3
008137,0.5255464315414429,3
010671,0.5258292555809021,3
M001509,0.525834858417511,3
001509,0.525834858417511,3
M002462,0.5260103344917297,3
M010743,0.5260604023933411,3
012071,0.5261887907981873,3
003326,0.5263748168945312,3
M003326,0.526374876499176,3
M006023,0.5264403820037842,3
011067,0.5264918208122253,3
010638,0.5265352129936218,3
012244,0.5265525579452515,3
013633,0.5265622735023499,3
M001711,0.5267000794410706,3
M005077,0.5267490744590759,3
M006208,0.5267757773399353,3
009234,0.5269065499305725,3
M002517,0.5269163250923157,3
M000680,0.5270566344261169,3
012442,0.527056872844696,3
M012442,0.527056872844696,3
M009710,0.5270624160766602,3
012351,0.5270872116088867,3
013229,0.5271053910255432,3
M014064,0.5271694660186768,3
002272,0.5271796584129333,3
M007812,0.5272297263145447,3
M008004,0.5272338390350342,3
011991,0.5272769331932068,3
M004138,0.5273496508598328,3
003933,0.5274752974510193,3
M003933,0.5274754166603088,3
006647,0.5275248885154724,3
M010100,0.5275455117225647,3
006023,0.5277051329612732,3
M003967,0.5277244448661804,3
M011426,0.5277338624000549,3
M006233,0.527764081954956,3
M002118,0.5279591083526611,3
012473,0.5279961824417114,3
M007319,0.5280548930168152,3
M006548,0.5280957818031311,3
006548,0.5282803773880005,3
M003484,0.5282846689224243,3
001711,0.5283703207969666,3
007319,0.5283800959587097,3
M003218,0.5284535884857178,3
M000579,0.5284757018089294,3
009998,0.5284870266914368,3
001143,0.5285605788230896,3
014064,0.528583824634552,3
003484,0.5286726951599121,3
011426,0.5287666320800781,3
M004114,0.5287763476371765,3
005270,0.5288346409797668,3
M009701,0.5289016366004944,3
012659,0.528968870639801,3
M012659,0.5289689898490906,3
M001622,0.5289976000785828,3
009995,0.5289999842643738,3
M012574,0.5292734503746033,3
004148,0.5292938351631165,3
M003376,0.5293053984642029,3
000579,0.5293101668357849,3
M009257,0.5293871760368347,3
009257,0.5293872356414795,3
M006076,0.5294681787490845,3
M006964,0.5294894576072693,3
M000975,0.5295867323875427,3
M012071,0.5295975804328918,3
M003910,0.5297293663024902,3
M005682,0.5297618508338928,3
003967,0.529783308506012,3
M010505,0.5298816561698914,3
M006164,0.5300801396369934,3
004114,0.5301840901374817,3
006233,0.5302426815032959,3
M003127,0.5302677154541016,3
M011067,0.5302863121032715,3
M009216,0.5304135084152222,3
004800,0.530536949634552,3
006164,0.5305545330047607,3
005091,0.5305604338645935,3
008650,0.5306137204170227,3
M008913,0.5306170582771301,3
008913,0.5306170582771301,3
M004800,0.5307230353355408,3
M013100,0.530749499797821,3
014110,0.5309937596321106,3
009216,0.5310226678848267,3
M010638,0.5312054753303528,3
M012983,0.5312260389328003,3
M014110,0.5313010811805725,3
009701,0.5313273072242737,3
009710,0.5313827395439148,3
M009995,0.5314218401908875,3
004655,0.5314293503761292,3
M011393,0.5314801335334778,3
005924,0.5315250158309937,3
M005924,0.5315250158309937,3
M001805,0.5315344929695129,3
001805,0.5315344929695129,3
006208,0.5316236019134521,3
001354,0.5316415429115295,3
M012871,0.5318253040313721,3
003591,0.5318785309791565,3
012926,0.5321628451347351,3
M003633,0.5321764349937439,3
003633,0.5321764945983887,3
004138,0.5323226451873779,3
002869,0.5323310494422913,3
M002461,0.532337486743927,3
004917,0.5323465466499329,3
005034,0.5323980450630188,3
000975,0.5324572324752808,3
005052,0.5324657559394836,3
M000765,0.5325254201889038,3
000765,0.5325254797935486,3
M010472,0.532697856426239,3
009092,0.5327044129371643,3
000804,0.5327439308166504,3
M004466,0.5327731370925903,3
002118,0.5328776836395264,3
M012410,0.5330554842948914,3
012871,0.5331632494926453,3
M001354,0.5332010388374329,3
008950,0.5332338809967041,3
009308,0.5333395004272461,3
M009308,0.5333395004272461,3
000205,0.5335068702697754,3
M000205,0.5335068702697754,3
001300,0.533514142036438,3
M001300,0.533514142036438,3
005676,0.5335831642150879,3
M005676,0.5335831642150879,3
M005052,0.5336719751358032,3
M008601,0.5338045954704285,3
008601,0.5338045954704285,3
M006566,0.5338931679725647,3
M000114,0.5339701175689697,3
013902,0.5339939594268799,3
008053,0.5340089797973633,3
004166,0.5341127514839172,3
M010315,0.5342331528663635,3
M002309,0.5342772603034973,3
M000804,0.5344762206077576,3
003127,0.5346249938011169,3
000965,0.5347204804420471,3
012410,0.5348497033119202,3
M002097,0.5348743796348572,3
002097,0.5348743796348572,3
006974,0.5349326133728027,3
002711,0.5350983738899231,3
010608,0.5351056456565857,3
M010671,0.5352278351783752,3
M000965,0.5353332161903381,3
M002711,0.535477340221405,3
002461,0.535574197769165,3
006964,0.5356107354164124,3
001562,0.5356307625770569,3
M003130,0.5359291434288025,3
003130,0.5359291434288025,3
M004166,0.5360323786735535,3
M013902,0.5360646843910217,3
007499,0.5360679030418396,3
M009092,0.5361633896827698,3
005194,0.5361703038215637,3
006566,0.5362047553062439,3
004466,0.5362532734870911,3
004462,0.5362632274627686,3
M009606,0.5362873077392578,3
003308,0.5362910032272339,3
M009190,0.5363752841949463,3
M000286,0.5367016196250916,3
009190,0.5368590950965881,3
M012976,0.5368991494178772,3
011754,0.5369037985801697,3
M011754,0.5369037985801697,3
M004462,0.536998987197876,3
M012569,0.5371079444885254,3
M011125,0.5372167229652405,3
M005979,0.5372328162193298,3
005979,0.5372328758239746,3
M013633,0.5373207330703735,3
001762,0.537475049495697,3
M001762,0.537475049495697,3
005150,0.537520170211792,3
M003591,0.5376794934272766,3
M001366,0.5376837849617004,3
M003337,0.537726640701294,3
003787,0.5378124117851257,3
M005194,0.5378434062004089,3
008130,0.5378441214561462,3
M009998,0.537932813167572,3
003337,0.5379570722579956,3
M014553,0.5380982756614685,3
003062,0.5381333827972412,3
M004917,0.5382859110832214,3
M009674,0.5383434295654297,3
002451,0.538504958152771,2
000114,0.5385274291038513,3
007812,0.5385555624961853,3
M002985,0.5385738015174866,3
M007499,0.5386238694190979,3
000947,0.5386812090873718,3
M002705,0.5387731194496155,3
002705,0.5387731194496155,3
002812,0.5388227105140686,3
M001411,0.5388880968093872,3
001411,0.5388880968093872,3
004468,0.5390072464942932,3
006575,0.5390220284461975,3
M008950,0.5390645861625671,3
008821,0.539100706577301,3
M008821,0.5391007661819458,3
M009239,0.5392031073570251,3
M008643,0.5393546223640442,3
M012552,0.5394842028617859,3
012552,0.5394842028617859,3
008643,0.5395282506942749,3
004747,0.5396150946617126,3
M004747,0.5396150946617126,3
002899,0.5398281216621399,3
014553,0.5398734211921692,3
009722,0.5398879051208496,3
M011613,0.5398942232131958,3
M003787,0.5399044156074524,3
M008039,0.5399816632270813,3
M004837,0.5401881337165833,2
011597,0.5404305458068848,3
M001562,0.540438175201416,3
010472,0.5405108332633972,3
004474,0.5406185984611511,3
000286,0.5407237410545349,3
004934,0.5407790541648865,3
006800,0.5407904982566833,3
M006800,0.5407905578613281,3
M002437,0.5408218502998352,3
M010550,0.5409113168716431,3
010550,0.5409113168716431,3
010315,0.5409216284751892,3
007611,0.5409271717071533,3
M001595,0.5410194993019104,3
M012379,0.5410799980163574,3
012379,0.5410799980163574,3
M011602,0.5411206483840942,3
011602,0.541120707988739,3
010283,0.5411483645439148,3
005900,0.5413735508918762,3
M005900,0.5413735508918762,3
012314,0.5413883924484253,3
M004538,0.5414568185806274,3
M008865,0.5414584279060364,3
008865,0.5414584875106812,3
012156,0.5414800047874451,3
012569,0.5415065288543701,3
M002598,0.5415338277816772,3
M007611,0.5416022539138794,3
004837,0.5416377186775208,2
007765,0.541670560836792,3
M000640,0.5417419075965881,3
000640,0.5417419075965881,3
002437,0.5418628454208374,3
M007818,0.5418999195098877,3
M004468,0.5419090390205383,3
005624,0.5420522689819336,3
M005624,0.5420522689819336,3
M000947,0.5423762202262878,3
M012314,0.5423920154571533,3
011613,0.5426270365715027,3
004073,0.5428597927093506,3
M004073,0.5428597927093506,3
002853,0.5429608821868896,3
007589,0.5429868698120117,3
M007589,0.5429868698120117,3
008039,0.5430089831352234,3
000357,0.5430199503898621,3
M000357,0.5430200099945068,3
M012841,0.5430893898010254,3
M013114,0.5431476831436157,3
013114,0.5431476831436157,3
007694,0.5431531071662903,3
007093,0.5431551933288574,3
006816,0.5432674884796143,3
M006816,0.5432674884796143,3
M002853,0.5435329079627991,3
M011331,0.5435530543327332,3
003198,0.5437219142913818,3
M003198,0.5437219142913818,3
M000645,0.543779194355011,3
000645,0.543779194355011,3
M006877,0.5438568592071533,3
006877,0.5440385937690735,3
M011435,0.5441231727600098,3
M008053,0.5441433191299438,3
011393,0.5441569685935974,3
008937,0.5443273186683655,3
004172,0.5443627834320068,3
012976,0.5443853139877319,3
002985,0.5444815158843994,3
001595,0.5444929003715515,3
M007765,0.5445093512535095,3
M011597,0.5445556044578552,3
012841,0.5446153283119202,3
012622,0.5446335673332214,3
000680,0.5447278618812561,3
006224,0.5447855591773987,3
M008793,0.5447999835014343,3
014083,0.544809877872467,3
M014083,0.544809877872467,3
001768,0.5448384881019592,3
014255,0.5450706481933594,3
M006538,0.5450735092163086,3
M007677,0.5450997948646545,3
011592,0.5451231002807617,3
M009884,0.5451542735099792,3
M005575,0.5452812314033508,3
M009722,0.5455405712127686,3
M013621,0.5455636382102966,3
013621,0.5455636978149414,3
M011029,0.5455688834190369,3
M005150,0.5457000732421875,3
012918,0.5457683205604553,3
002468,0.5458460450172424,3
M002468,0.5458460450172424,3
M002812,0.5459342002868652,3
005250,0.5459535717964172,3
008120,0.5460003018379211,3
001918,0.5460290312767029,3
M011592,0.5460624098777771,3
